:nemesis	:info	:start-partition	:majority
0	:ok	:read	524
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
2	:ok	:read	524
0	:invoke	:read	nil
0	:ok	:read	528
0	:invoke	:read	nil
1	:invoke	:add	2
0	:ok	:read	528
1	:ok	:add	2
2	:invoke	:read	nil
2	:ok	:read	524
0	:invoke	:read	nil
0	:ok	:read	528
0	:invoke	:read	nil
0	:ok	:read	528
1	:invoke	:read	nil
2	:invoke	:add	0
1	:ok	:read	534
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	534
0	:invoke	:read	nil
0	:ok	:read	534
1	:invoke	:read	nil
1	:ok	:read	534
2	:invoke	:read	nil
2	:ok	:read	524
0	:invoke	:read	nil
0	:ok	:read	534
0	:invoke	:read	nil
0	:ok	:read	534
1	:invoke	:add	0
2	:invoke	:read	nil
1	:ok	:add	0
2	:ok	:read	534
0	:invoke	:read	nil
0	:ok	:read	534
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	534
2	:invoke	:read	nil
2	:ok	:read	537
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	538
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:read	nil
2	:ok	:read	539
0	:invoke	:read	nil
0	:ok	:read	538
0	:invoke	:read	nil
0	:ok	:read	538
1	:invoke	:read	nil
1	:ok	:read	539
2	:invoke	:read	nil
2	:ok	:read	539
0	:invoke	:add	2
1	:invoke	:add	4
0	:ok	:add	2
1	:ok	:add	4
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:read	nil
2	:ok	:read	539
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	549
1	:ok	:read	547
2	:invoke	:read	nil
2	:ok	:read	541
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	552
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:add	1
0	:invoke	:add	0
2	:ok	:add	1
0	:ok	:add	0
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:read	nil
2	:ok	:read	554
0	:invoke	:read	nil
0	:ok	:read	557
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:add	4
0	:invoke	:read	nil
0	:ok	:read	558
2	:ok	:add	4
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	564
2	:invoke	:read	nil
2	:ok	:read	563
0	:invoke	:read	nil
0	:ok	:read	564
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	565
2	:invoke	:read	nil
2	:ok	:read	565
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:read	nil
2	:invoke	:read	nil
1	:ok	:read	565
2	:ok	:read	565
0	:invoke	:read	nil
0	:ok	:read	565
0	:invoke	:read	nil
0	:ok	:read	565
1	:invoke	:read	nil
1	:ok	:read	565
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	565
2	:invoke	:read	nil
0	:invoke	:read	nil
2	:ok	:read	568
0	:ok	:read	572
0	:invoke	:read	nil
0	:ok	:read	572
1	:invoke	:read	nil
1	:ok	:read	572
2	:invoke	:read	nil
2	:ok	:read	572
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	574
1	:invoke	:read	nil
1	:ok	:read	572
2	:invoke	:read	nil
0	:invoke	:read	nil
2	:ok	:read	574
0	:ok	:read	574
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	574
2	:invoke	:read	nil
2	:ok	:read	577
0	:invoke	:read	nil
0	:ok	:read	577
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	577
2	:invoke	:read	nil
0	:invoke	:read	nil
2	:ok	:read	577
0	:ok	:read	579
0	:invoke	:read	nil
0	:ok	:read	579
1	:invoke	:read	nil
1	:ok	:read	579
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	580
0	:invoke	:add	1
1	:invoke	:read	nil
0	:ok	:add	1
1	:ok	:read	579
2	:invoke	:read	nil
2	:ok	:read	580
0	:invoke	:read	nil
1	:invoke	:add	1
0	:ok	:read	581
2	:invoke	:read	nil
1	:ok	:add	1
2	:ok	:read	581
2	:invoke	:read	nil
2	:ok	:read	581
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	586
1	:ok	:read	586
2	:invoke	:read	nil
2	:ok	:read	586
0	:invoke	:read	nil
0	:ok	:read	586
0	:invoke	:read	nil
0	:ok	:read	586
1	:invoke	:read	nil
1	:ok	:read	586
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	586
0	:invoke	:read	nil
0	:ok	:read	586
1	:invoke	:read	nil
1	:ok	:read	586
2	:invoke	:read	nil
2	:ok	:read	586
0	:invoke	:read	nil
0	:ok	:read	586
0	:invoke	:read	nil
0	:ok	:read	586
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	586
0	:invoke	:read	nil
0	:ok	:read	587
1	:invoke	:read	nil
1	:ok	:read	587
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:add	0
1	:invoke	:add	2
0	:ok	:add	0
1	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	590
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	594
1	:invoke	:read	nil
2	:invoke	:add	0
1	:ok	:read	593
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	594
0	:invoke	:add	2
1	:invoke	:read	nil
1	:ok	:read	593
0	:ok	:add	2
2	:invoke	:read	nil
2	:ok	:read	596
0	:invoke	:read	nil
0	:ok	:read	596
0	:invoke	:read	nil
0	:ok	:read	596
1	:invoke	:read	nil
1	:ok	:read	596
2	:invoke	:read	nil
2	:ok	:read	596
0	:invoke	:read	nil
0	:ok	:read	596
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	597
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	597
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	597
2	:invoke	:read	nil
2	:ok	:read	599
0	:invoke	:read	nil
0	:ok	:read	600
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	600
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	607
0	:invoke	:add	2
1	:invoke	:read	nil
0	:ok	:add	2
1	:ok	:read	604
2	:invoke	:read	nil
2	:ok	:read	607
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	612
1	:invoke	:read	nil
1	:ok	:read	609
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	614
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	615
2	:invoke	:read	nil
2	:ok	:read	614
0	:invoke	:read	nil
0	:ok	:read	615
0	:invoke	:read	nil
0	:ok	:read	615
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	619
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	620
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	626
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	620
2	:invoke	:read	nil
2	:ok	:read	626
0	:invoke	:add	2
1	:invoke	:add	4
0	:ok	:add	2
1	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	635
2	:invoke	:add	4
0	:invoke	:read	nil
0	:ok	:read	631
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	631
1	:invoke	:read	nil
1	:ok	:read	639
2	:invoke	:read	nil
2	:ok	:read	639
0	:invoke	:read	nil
0	:ok	:read	631
0	:invoke	:read	nil
0	:ok	:read	635
1	:invoke	:read	nil
1	:ok	:read	639
2	:invoke	:read	nil
0	:invoke	:add	0
2	:ok	:read	639
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	639
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:add	0
0	:invoke	:add	2
2	:ok	:add	0
1	:invoke	:add	1
0	:ok	:add	2
1	:ok	:add	1
1	:invoke	:read	nil
2	:invoke	:read	nil
1	:ok	:read	642
2	:ok	:read	642
0	:invoke	:read	nil
0	:ok	:read	642
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	646
2	:invoke	:read	nil
2	:ok	:read	644
0	:invoke	:read	nil
0	:ok	:read	648
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	648
1	:ok	:read	648
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
1	:invoke	:read	nil
2	:invoke	:read	nil
0	:ok	:read	648
1	:ok	:read	648
2	:ok	:read	648
2	:invoke	:read	nil
2	:ok	:read	648
0	:invoke	:read	nil
0	:ok	:read	648
0	:invoke	:read	nil
0	:ok	:read	648
1	:invoke	:read	nil
1	:ok	:read	648
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	653
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
2	:ok	:read	653
0	:invoke	:add	2
1	:invoke	:read	nil
0	:ok	:add	2
1	:ok	:read	657
1	:invoke	:read	nil
1	:ok	:read	657
2	:invoke	:read	nil
2	:ok	:read	659
0	:invoke	:read	nil
0	:ok	:read	659
0	:invoke	:read	nil
0	:ok	:read	659
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:add	1
0	:invoke	:add	4
2	:ok	:add	1
0	:ok	:add	4
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	668
1	:ok	:read	664
2	:invoke	:read	nil
2	:ok	:read	664
0	:invoke	:read	nil
0	:ok	:read	668
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	669
2	:invoke	:read	nil
2	:ok	:read	668
0	:invoke	:read	nil
0	:ok	:read	669
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	672
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	679
2	:invoke	:read	nil
2	:ok	:read	683
0	:invoke	:read	nil
0	:ok	:read	683
0	:invoke	:read	nil
0	:ok	:read	683
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:read	nil
2	:ok	:read	683
0	:invoke	:read	nil
0	:ok	:read	683
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	686
1	:ok	:read	692
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:read	nil
2	:ok	:read	692
0	:invoke	:read	nil
0	:ok	:read	686
0	:invoke	:read	nil
0	:ok	:read	692
1	:invoke	:read	nil
1	:ok	:read	692
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	692
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:read	nil
0	:invoke	:read	nil
2	:ok	:read	693
0	:ok	:read	693
0	:invoke	:read	nil
0	:ok	:read	693
1	:invoke	:read	nil
1	:ok	:read	693
2	:invoke	:read	nil
2	:ok	:read	693
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
2	:invoke	:add	4
1	:ok	:read	697
2	:ok	:add	4
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	701
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:read	nil
2	:ok	:read	702
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	702
1	:ok	:read	702
1	:invoke	:add	2
2	:invoke	:add	2
1	:ok	:add	2
0	:invoke	:read	nil
2	:ok	:add	2
0	:ok	:read	704
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	704
2	:invoke	:read	nil
0	:invoke	:add	0
2	:ok	:read	709
1	:invoke	:read	nil
0	:ok	:add	0
1	:ok	:read	704
1	:invoke	:read	nil
1	:ok	:read	706
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	709
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
2	:invoke	:read	nil
1	:ok	:read	706
2	:ok	:read	711
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:read	nil
1	:ok	:read	706
2	:invoke	:read	nil
2	:ok	:read	711
0	:invoke	:read	nil
0	:ok	:read	712
0	:invoke	:read	nil
0	:ok	:read	712
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:read	nil
0	:invoke	:read	nil
2	:ok	:read	711
0	:ok	:read	712
0	:invoke	:read	nil
0	:ok	:read	713
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	715
1	:invoke	:read	nil
1	:ok	:read	715
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	719
1	:ok	:read	717
1	:invoke	:read	nil
1	:ok	:read	719
2	:invoke	:read	nil
2	:ok	:read	719
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	722
1	:ok	:read	719
2	:invoke	:read	nil
2	:ok	:read	719
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
1	:invoke	:add	1
0	:ok	:read	726
2	:invoke	:add	2
1	:ok	:add	1
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	727
0	:invoke	:read	nil
0	:ok	:read	727
1	:invoke	:read	nil
2	:invoke	:read	nil
1	:ok	:read	729
2	:ok	:read	729
0	:invoke	:read	nil
0	:ok	:read	727
0	:invoke	:read	nil
0	:ok	:read	727
1	:invoke	:read	nil
1	:ok	:read	729
2	:invoke	:read	nil
2	:ok	:read	729
0	:invoke	:read	nil
0	:ok	:read	727
0	:invoke	:read	nil
0	:ok	:read	727
1	:invoke	:read	nil
1	:ok	:read	729
2	:invoke	:read	nil
2	:ok	:read	729
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	730
1	:invoke	:read	nil
1	:ok	:read	729
2	:invoke	:read	nil
2	:ok	:read	730
0	:invoke	:read	nil
0	:ok	:read	730
0	:invoke	:read	nil
0	:ok	:read	730
1	:invoke	:read	nil
1	:ok	:read	730
2	:invoke	:read	nil
2	:ok	:read	730
0	:invoke	:read	nil
0	:ok	:read	730
0	:invoke	:read	nil
0	:ok	:read	730
1	:invoke	:read	nil
1	:ok	:read	730
2	:invoke	:read	nil
0	:invoke	:add	2
2	:ok	:read	730
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	732
1	:invoke	:read	nil
1	:ok	:read	730
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	734
0	:invoke	:read	nil
0	:ok	:read	734
1	:invoke	:read	nil
1	:ok	:read	734
2	:invoke	:read	nil
2	:ok	:read	734
0	:invoke	:read	nil
0	:ok	:read	734
0	:invoke	:read	nil
0	:ok	:read	734
1	:invoke	:read	nil
1	:ok	:read	734
2	:invoke	:read	nil
2	:ok	:read	734
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	734
2	:invoke	:read	nil
2	:ok	:read	735
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	735
2	:invoke	:add	4
0	:invoke	:read	nil
0	:ok	:read	741
2	:ok	:add	4
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	741
2	:invoke	:read	nil
2	:ok	:read	745
0	:invoke	:read	nil
0	:ok	:read	749
0	:invoke	:read	nil
0	:ok	:read	749
1	:invoke	:read	nil
1	:ok	:read	741
2	:invoke	:read	nil
2	:ok	:read	745
0	:invoke	:read	nil
0	:ok	:read	749
0	:invoke	:read	nil
0	:ok	:read	749
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:read	nil
2	:ok	:read	749
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	755
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
2	:ok	:read	751
0	:invoke	:read	nil
0	:ok	:read	759
0	:invoke	:read	nil
1	:invoke	:add	2
2	:invoke	:read	nil
0	:ok	:read	759
2	:ok	:read	755
1	:ok	:add	2
0	:invoke	:add	2
1	:invoke	:read	nil
0	:ok	:add	2
1	:ok	:read	761
1	:invoke	:read	nil
2	:invoke	:read	nil
1	:ok	:read	763
2	:ok	:read	761
0	:invoke	:read	nil
1	:invoke	:read	nil
1	:ok	:read	763
0	:ok	:read	763
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	766
0	:invoke	:read	nil
0	:ok	:read	768
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:read	nil
0	:invoke	:read	nil
2	:ok	:read	768
0	:ok	:read	768
0	:invoke	:add	4
1	:invoke	:read	nil
0	:ok	:add	4
1	:ok	:read	774
2	:invoke	:read	nil
2	:ok	:read	774
0	:invoke	:read	nil
0	:ok	:read	774
0	:invoke	:read	nil
0	:ok	:read	774
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
2	:ok	:read	778
0	:invoke	:read	nil
0	:ok	:read	774
0	:invoke	:read	nil
0	:ok	:read	778
1	:invoke	:read	nil
1	:ok	:read	778
2	:invoke	:read	nil
2	:ok	:read	778
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:add	4
1	:invoke	:add	4
0	:ok	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
2	:ok	:read	785
0	:invoke	:read	nil
0	:ok	:read	789
0	:invoke	:read	nil
0	:ok	:read	789
1	:invoke	:read	nil
1	:ok	:read	789
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
1	:invoke	:read	nil
1	:ok	:read	789
0	:ok	:read	791
1	:invoke	:read	nil
1	:ok	:read	789
2	:invoke	:add	4
0	:invoke	:read	nil
0	:ok	:read	791
0	:invoke	:add	0
2	:ok	:add	4
1	:invoke	:add	4
0	:ok	:add	0
2	:invoke	:read	nil
1	:ok	:add	4
2	:ok	:read	799
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:read	nil
2	:ok	:read	801
0	:invoke	:read	nil
0	:ok	:read	803
0	:invoke	:read	nil
0	:ok	:read	803
1	:invoke	:read	nil
1	:ok	:read	803
2	:invoke	:read	nil
2	:ok	:read	801
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	804
1	:invoke	:read	nil
1	:ok	:read	803
2	:invoke	:read	nil
2	:ok	:read	804
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	805
2	:invoke	:read	nil
2	:ok	:read	805
0	:invoke	:read	nil
0	:ok	:read	809
0	:invoke	:read	nil
0	:ok	:read	809
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
2	:ok	:read	809
0	:invoke	:read	nil
0	:ok	:read	813
0	:invoke	:read	nil
0	:ok	:read	813
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:read	nil
2	:ok	:read	809
0	:invoke	:read	nil
0	:ok	:read	813
0	:invoke	:read	nil
0	:ok	:read	813
1	:invoke	:read	nil
1	:ok	:read	813
2	:invoke	:read	nil
2	:ok	:read	809
0	:invoke	:read	nil
0	:ok	:read	813
0	:invoke	:read	nil
0	:ok	:read	813
1	:invoke	:read	nil
1	:ok	:read	813
2	:invoke	:add	2
0	:invoke	:read	nil
0	:ok	:read	813
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	815
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:read	nil
0	:invoke	:read	nil
2	:ok	:read	815
0	:ok	:read	815
0	:invoke	:read	nil
0	:ok	:read	815
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
2	:ok	:read	818
0	:invoke	:read	nil
0	:ok	:read	818
0	:invoke	:read	nil
0	:ok	:read	818
1	:invoke	:read	nil
1	:ok	:read	822
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	826
1	:invoke	:read	nil
1	:ok	:read	824
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	827
0	:invoke	:read	nil
0	:ok	:read	827
1	:invoke	:read	nil
1	:ok	:read	826
2	:invoke	:read	nil
2	:ok	:read	827
0	:invoke	:add	3
1	:invoke	:read	nil
1	:ok	:read	827
0	:ok	:add	3
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:add	4
0	:invoke	:add	0
2	:ok	:add	4
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	836
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:add	3
0	:invoke	:read	nil
0	:ok	:read	836
2	:ok	:add	3
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	844
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	851
1	:invoke	:read	nil
1	:ok	:read	844
2	:invoke	:read	nil
2	:ok	:read	847
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	853
1	:invoke	:read	nil
1	:ok	:read	847
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	853
0	:invoke	:read	nil
0	:ok	:read	857
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:read	nil
2	:ok	:read	857
0	:invoke	:read	nil
0	:ok	:read	857
0	:invoke	:read	nil
0	:ok	:read	859
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	860
0	:invoke	:read	nil
0	:ok	:read	863
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:read	nil
2	:ok	:read	863
0	:invoke	:read	nil
0	:ok	:read	863
0	:invoke	:read	nil
0	:ok	:read	863
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:read	nil
2	:ok	:read	864
0	:invoke	:read	nil
0	:ok	:read	863
0	:invoke	:read	nil
0	:ok	:read	863
1	:invoke	:read	nil
1	:ok	:read	866
2	:invoke	:add	4
0	:invoke	:read	nil
0	:ok	:read	864
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	866
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
2	:ok	:read	870
0	:invoke	:read	nil
0	:ok	:read	866
0	:invoke	:read	nil
0	:ok	:read	870
1	:invoke	:read	nil
1	:ok	:read	874
2	:invoke	:read	nil
2	:ok	:read	874
0	:invoke	:read	nil
0	:ok	:read	874
0	:invoke	:read	nil
0	:ok	:read	874
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:read	nil
2	:ok	:read	875
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	879
1	:invoke	:read	nil
1	:ok	:read	879
2	:invoke	:read	nil
2	:ok	:read	879
0	:invoke	:read	nil
0	:ok	:read	879
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	879
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	882
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	886
2	:invoke	:read	nil
2	:ok	:read	886
0	:invoke	:read	nil
0	:ok	:read	886
0	:invoke	:read	nil
0	:ok	:read	886
1	:invoke	:read	nil
1	:ok	:read	886
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	897
0	:invoke	:read	nil
0	:ok	:read	898
1	:invoke	:read	nil
1	:ok	:read	898
2	:invoke	:read	nil
2	:ok	:read	898
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:add	3
2	:invoke	:read	nil
2	:ok	:read	902
1	:ok	:add	3
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	902
1	:ok	:read	905
1	:invoke	:read	nil
1	:ok	:read	905
2	:invoke	:read	nil
2	:ok	:read	905
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:read	nil
1	:ok	:read	905
2	:invoke	:read	nil
2	:ok	:read	905
0	:invoke	:read	nil
0	:ok	:read	905
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	905
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	906
0	:invoke	:read	nil
0	:ok	:read	906
1	:invoke	:read	nil
1	:ok	:read	905
2	:invoke	:read	nil
2	:ok	:read	906
0	:invoke	:read	nil
0	:ok	:read	906
0	:invoke	:read	nil
0	:ok	:read	906
1	:invoke	:read	nil
1	:ok	:read	905
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:add	3
1	:invoke	:add	4
0	:ok	:add	3
1	:ok	:add	4
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	915
0	:invoke	:read	nil
0	:ok	:read	916
1	:invoke	:read	nil
1	:ok	:read	915
2	:invoke	:read	nil
2	:ok	:read	916
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	918
1	:invoke	:read	nil
1	:ok	:read	915
2	:invoke	:read	nil
2	:ok	:read	916
0	:invoke	:read	nil
0	:ok	:read	918
0	:invoke	:read	nil
0	:ok	:read	918
1	:invoke	:read	nil
1	:ok	:read	918
2	:invoke	:read	nil
2	:ok	:read	918
0	:invoke	:read	nil
0	:ok	:read	918
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:add	3
1	:ok	:add	3
